Recipe_ID,Source,Cuisine,Sub-Category,Dish Name,Servings,Calories per Serving,Total Fat (g),Saturated Fat (g),Monounsaturated Fat (g),Polyunsaturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Potassium (mg),Total Carbohydrate (g),Dietary Fiber (g),Sugars (g),Protein (g),Image URL,Item Page Link
263,Marion,Indian,Salad,Ottolenghi mango and curried chickpea salad,4,264,10,1,4,2,0,0,11002,455,25,10,4,8,,https://www.myfitnesspal.com/recipe/view/265274124127341
255,Marion,Indian,Side,Curried Chickpea Pancakes Chutney,8,1,0,0,0,0,0,0,19,4,0,0,0,0,,https://www.myfitnesspal.com/recipe/view/279153340305133
260,Marion,Indian,Side,Curried Chickpea Pancakes Filling,2,329,15,11,0,0,0,0,492,338,21,12,2,12,,https://www.myfitnesspal.com/recipe/view/208234831916781
125,Rishi,Indian,Side,Tomato Onion Chutney,2,34,2,0,0,0,0,0,149,159,4,2,3,1,,https://www.myfitnesspal.com/recipe/view/230510641876141
351,Marion,Indian,Snacks,"Butternut Squash, Spinach & Feta Muffins",13,212,10,1,3,0,0,0,148,57,23,5,2,8,,https://www.myfitnesspal.com/recipe/view/269964236688573
296,Marion,Indian,Snacks,Khatta Dhokla Recipe,14,75,3,1,0,0,0,4,215,1,10,0,0,2,,https://www.myfitnesspal.com/recipe/view/193805578866685
235,Rishi,Indian,Snacks,Rishi’s Guacamole,2,192,16,2,11,2,0,0,417,665,5,8,3,3,,https://www.myfitnesspal.com/recipe/view/163145967373885
121,Rishi,Cocktails,Drinks,Bathtub gin And Tonic,1,115,0,0,0,0,0,0,0,0,37,0,5,0,,https://www.myfitnesspal.com/recipe/view/269405991668925
111,Rishi,Cocktails,Drinks,Boulevardier,2,168,0,0,0,0,0,0,2,0,11,0,11,0,,https://www.myfitnesspal.com/recipe/view/234906721373933
205,Rishi,Cocktails,Drinks,Cocktail: 100-Year-Old Cigar (Rum),1,217,0,0,0,0,0,0,13,0,3,0,0,0,,https://www.myfitnesspal.com/recipe/view/26669128355757
208,Rishi,Cocktails,Drinks,Cocktail: Boulevardier,1,179,0,0,0,0,0,0,2,24,8,0,7,0,,https://www.myfitnesspal.com/recipe/view/27227411189181
77,Rishi,Cocktails,Drinks,Cocktail: Champagne cocktail,1,84,0,0,0,0,0,0,0,0,20,0,2,0,,https://www.myfitnesspal.com/recipe/view/278191213063293
128,Rishi,Cocktails,Drinks,Cocktail: Classic Negroni,1,151,0,0,0,0,0,0,8,0,27,0,11,0,,https://www.myfitnesspal.com/recipe/view/160150647180861
116,Rishi,Cocktails,Drinks,Cocktail: Dark & Stormy,1,158,0,0,0,0,0,0,33,34,10,0,8,0,,https://www.myfitnesspal.com/recipe/view/163850744696765
61,Rishi,Cocktails,Drinks,Cocktail: Easy Spiced Apple,1,167,0,0,0,0,0,0,0,0,20,0,20,0,,https://www.myfitnesspal.com/recipe/view/173464873774397
130,Rishi,Cocktails,Drinks,Cocktail: Gin Old Fashioned,1,120,0,0,0,0,0,0,0,0,39,0,2,0,,https://www.myfitnesspal.com/recipe/view/265557730242093
62,Rishi,Cocktails,Drinks,Cocktail: Gingerbread Smash,1,159,0,0,0,0,0,0,1,105,18,0,17,0,,https://www.myfitnesspal.com/recipe/view/243831508225341
110,Rishi,Cocktails,Drinks,Cocktail: Irish julep,1,147,0,0,0,0,0,0,0,0,16,0,15,0,,https://www.myfitnesspal.com/recipe/view/243283870494013
97,Rishi,Cocktails,Drinks,Cocktail: Jaeger Bum Bum,2,214,0,0,0,0,0,0,0,0,37,0,11,0,,https://www.myfitnesspal.com/recipe/view/203418135145533
118,Rishi,Cocktails,Drinks,Cocktail: Kir Royale,1,147,0,0,0,0,0,0,0,0,8,0,9,0,,https://www.myfitnesspal.com/recipe/view/199586894277869
129,Rishi,Cocktails,Drinks,Cocktail: Mezcal Negroni,1,144,0,0,0,0,0,0,8,0,20,0,11,0,,https://www.myfitnesspal.com/recipe/view/229969505545789
222,Rishi,Cocktails,Drinks,Cocktail: Negroni,1,160,0,0,0,0,0,0,0,0,8,0,7,0,,https://www.myfitnesspal.com/recipe/view/198484941344685
80,Rishi,Cocktails,Drinks,Cocktail: Pink Gin,1,92,0,0,0,0,0,0,19,0,32,0,0,0,,https://www.myfitnesspal.com/recipe/view/160416930770349
126,Rishi,Cocktails,Drinks,Cocktail: Sholay,2,152,0,0,0,0,0,0,7,5,6,0,6,0,,https://www.myfitnesspal.com/recipe/view/160414808435965
92,Rishi,Cocktails,Drinks,Gin & Diet Tonic,1,128,0,0,0,0,0,0,30,36,12,0,2,0,,https://www.myfitnesspal.com/recipe/view/168231619719149
211,Rishi,Cocktails,Drinks,Gin&Giselle,1,55,0,0,0,0,0,0,0,0,12,0,0,0,,https://www.myfitnesspal.com/recipe/view/30946887700285
327,Marion,Asian,Breakfast,Savory Miso Oatmeal with Jammy Egg,1,250,15,3,6,3,0,207,4125,558,15,5,4,12,,https://www.myfitnesspal.com/recipe/view/268838653283517
253,Marion,Asian,Meal Part,Miso Tare,5,63,1,0,0,0,0,0,704,37,10,0,4,2,,https://www.myfitnesspal.com/recipe/view/278330979823597
262,Marion,Asian,Noodles,Rice Noodles And Green Veg,2,331,15,2,3,6,0,0,52,42,35,5,3,9,,https://www.myfitnesspal.com/recipe/view/194894806011453
294,Marion,Asian,Noodles,Veg Ramen (autumn),4,169,7,1,5,1,0,0,40,138,16,5,6,5,,https://www.myfitnesspal.com/recipe/view/278878462340333
299,Marion,Asian,Noodles,Veg Ramen (spring),2,106,3,0,0,0,0,0,5,219,4,6,4,10,,https://www.myfitnesspal.com/recipe/view/234751955701373
277,Marion,Asian,Rice,Steamed Eggplant with Sesame and Spring Onion,4,83,2,0,1,1,0,0,577,427,3,6,6,3,,https://www.myfitnesspal.com/recipe/view/274059454491821
254,Marion,Asian,Side,Spicey Turmeric Oil,12,80,8,0,3,1,0,0,125,12,2,1,2,1,,https://www.myfitnesspal.com/recipe/view/207960067174381
